UniqueFireIdentifier,IncidentName,FireDiscoveryDateTime,FireCause,DailyAcres,EstimatedCostToDate,FireMgmtComplexity,FireToDate,POOCounty,POOState,POOLandownerKind,IncidentTypeCategory,PredominantFuelGroup,FireDiscoveryYear,FireDiscoveryMonth,key,Residences Threatened,Residences Destroyed,Other Structures Threatened,Other Structures Destroyed,Number Injuries,Number Fatalities,Final Fire Acre Quantity
2016-ARARS-0077D5,Vadan,2016-03-22 20:00:00+00:00,Undetermined,190.0,6964.62,Type 1 Incident,2016/03/22 20:00:00+00,Clark,US-AR,,WF,,2016,3,2016-03-22ARCLARK,,,,,,,
2019-MTLNF-001232,Beeskove,2019-07-23 16:56:00+00:00,Natural,430.0,7000000.0,Type 4 Incident,2019/09/19 21:45:00+00,Missoula,US-MT,Federal,WF,,2019,7,2019-07-23MTMISSOULA,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999
2020-ID1FN-000110,Franklin County Assist 1,2020-07-31 22:21:59+00:00,Human,381.3,20000.0,Type 4 Incident,2020/07/31 22:30:00+00,Franklin,US-ID,Private,WF,,2020,7,2020-07-31IDFRANKLIN,,,,,,,
2014-CAINF-001351,JUNE,2014-09-17 02:06:59+00:00,Human,65.0,1828084.0,,,Mono,US-CA,Federal,WF,,2014,9,2014-09-17CAMONO,,,,,,,
2015-PRLCR-000001,CIEBA,2015-08-15 15:30:00+00:00,Human,264.0,50000.0,Type 4 Incident,2015/09/01 11:00:00+00,,US-PR,,WF,,2015,8,,,,,,,,
2019-OKOKS-200019,Ball BBQ Fire,2019-03-18 19:30:00+00:00,Human,200.0,750.0,Type 4 Incident,2019/03/19 00:14:59+00,Pittsburg,US-OK,,WF,,2019,3,2019-03-18OKPITTSBURG,,,,,,,
2017-AZCNF-000456,RUCKER,2017-06-07 18:56:00+00:00,Natural,1130.0,750000.0,Type 4 Incident,2017/06/22 14:00:00+00,Cochise,US-AZ,Federal,WF,,2017,6,2017-06-07AZCOCHISE,,,,,,,
2016-NCECA-000032,DOBSON 4,2016-11-08 04:44:59+00:00,,1.0,5000.0,,,Jackson,US-NC,Federal,WF,,2016,11,2016-11-08NCJACKSON,0.0,0.0,0.0,0.0,0.0,0.0,0.18
2019-NCNCS-190005,Osborne Road,2019-02-07 17:29:59+00:00,Human,3.0,1120.0,Type 4 Incident,2019/02/07 17:29:59+00,Richmond,US-NC,,WF,,2019,2,2019-02-07NCRICHMOND,1.0,1.0,1.0,0.0,0.0,0.0,2.31
2020-CAMNF-000737,BALL,2020-08-16 17:17:38+00:00,Unknown,0.1,1.82,,,Tehama,US-CA,Federal,WF,Brush,2020,8,2020-08-16CATEHAMA,,,,,,,
2020-UTSWS-000870,Veyo Road,2020-09-27 23:13:59+00:00,Human,2263.0,150000.0,Type 4 Incident,2020/09/30 23:00:00+00,Washington,US-UT,Private,WF,,2020,9,2020-09-27UTWASHINGTON,250.0,0.0,10.0,0.0,0.0,0.0,2263.91
2014-CORGD-000700,8 MILE,2014-06-23 23:10:00+00:00,Natural,528.0,2700000.0,,,Fremont,US-CO,Federal,WF,,2014,6,2014-06-23COFREMONT,,,,,,,
2015-WIWIS-8109016015,Dairyland Fire,2015-04-02 21:00:00+00:00,Human,6.2,2900.0,Type 4 Incident,2015/04/02 21:00:00+00,Bayfield,US-WI,,WF,,2015,4,2015-04-02WIBAYFIELD,0.0,0.0,0.0,0.0,0.0,0.0,0.52
2019-AKSWS-904630,Holokuk Ridge,2019-07-20 00:03:16+00:00,Natural,447.4,660.0,Type 5 Incident,2019/08/01 23:00:00+00,Bethel,US-AK,Other,WF,,2019,7,2019-07-20AKBETHEL,,,,,,,
2019-AZASD-000485,Main Street ,2019-08-08 20:45:00+00:00,Natural,338.0,45000.0,Type 4 Incident,2019/08/11 21:14:59+00,Mohave,US-AZ,Federal,WF,,2019,8,2019-08-08AZMOHAVE,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2017-CAVNC-17-0091038,VISTA,2017-10-24 21:45:00+00:00,,86.0,750000.0,Type 3 Incident,2017/10/26 15:00:00+00,Ventura,US-CA,Federal,WF,,2017,10,2017-10-24CAVENTURA,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001
2018-SCSCS-18FF0545,Cher Ln Fire,2018-03-20 21:14:59+00:00,,1.0,725.0,Type 5 Incident,2018/03/20 21:14:59+00,Kershaw,US-SC,,WF,,2018,3,2018-03-20SCKERSHAW,,,,,,,
2018-IDBOD-000536,GARAT,2018-07-16 16:24:00+00:00,Natural,9490.0,200000.0,Type 4 Incident,2018/07/19 12:59:59+00,Owyhee,US-ID,Federal,WF,,2018,7,2018-07-16IDOWYHEE,,,,,,,
2019-MTBID-190297,17-Mile 2,2019-08-05 18:24:59+00:00,Human,503.0,250000.0,Type 4 Incident,2019/08/07 23:00:00+00,Yellowstone,US-MT,Federal,WF,,2019,8,2019-08-05MTYELLOWSTONE,,,,,,,
2020-OR581S-ORC000008,Clackamas County Fires,2020-09-07 18:59:59+00:00,Unknown,2584.0,4523007.0,Type 2 Incident,2020/09/28 21:59:59+00,Clackamas,US-OR,Private,WF,,2020,9,2020-09-07ORCLACKAMAS,0.0,0.0,0.0,0.0,0.0,0.0,2006.01
2016-OKOMA-016011,LEO,2016-01-29 00:00:00+00:00,Human,3.0,1000.0,Type 5 Incident,2016/01/29 00:00:00+00,Latimer,US-OK,,WF,,2016,1,2016-01-29OKLATIMER,,,,,,,
2016-OKOKS-160007A,Sand Creek,2016-02-18 14:00:00+00:00,Human,5238.0,50000.0,Type 4 Incident,2016/02/21 02:29:59+00,Hughes,US-OK,,WF,,2016,2,2016-02-18OKHUGHES,,,,,,,
2020-AZTNF-002664,Buck,2020-08-29 21:00:00+00:00,Natural,475.0,1250.0,Type 5 Incident,2020/08/31 23:00:00+00,Gila,US-AZ,Federal,WF,Grass-Shrub,2020,8,2020-08-29AZGILA,,,,,,,
2019-FLFLS-050084,LAKE ROAD (34),2019-06-04 18:45:00+00:00,Natural,85.0,19641.75,Type 5 Incident,2019/06/12 13:15:00+00,Lafayette,US-FL,,WF,,2019,6,2019-06-04FLLAFAYETTE,0.0,0.0,0.0,0.0,0.0,0.0,85.0
2018-AKGAD-000189,Bear Creek,2018-06-07 00:52:48+00:00,Natural,4.8,34293.0,,,Yukon-Koyukuk,US-AK,Federal,WF,,2018,6,2018-06-07AKYUKON-KOYUKUK,,,,,,,
2015-OKCNA-015052,J D BOTTOM,2015-10-20 21:00:00+00:00,Human,8.0,2000.0,Type 5 Incident,2015/10/20 21:00:00+00,Adair,US-OK,Other,WF,,2015,10,2015-10-20OKADAIR,,,,,,,
2018-TXTXS-180987,Graham Ranch,2018-08-20 19:34:22+00:00,Human,392.0,1.0,Type 5 Incident,2018/08/22 23:00:00+00,Karnes,US-TX,,WF,,2018,8,2018-08-20TXKARNES,0.0,0.0,0.0,0.0,0.0,0.0,492.0
2017-KSRSX-001994,Gorham,2017-11-24 18:53:59+00:00,Human,4500.0,65000.0,Type 4 Incident,2017/11/24 18:59:59+00,Ellis,US-KS,,WF,,2017,11,2017-11-24KSELLIS,,,,,,,
2017-NVNNS-010488,Mack Farm North,2017-09-14 04:02:00+00:00,Natural,968.14,75000.0,Type 5 Incident,2017/09/15 00:30:00+00,Eureka,US-NV,,WF,,2017,9,2017-09-14NVEUREKA,,,,,,,
2020-MTFNF-000660,Lodgepole Creek,2020-08-28 19:43:14+00:00,Natural,5.0,3000.0,Type 4 Incident,2020/09/03 22:44:59+00,Flathead,US-MT,Federal,WF,Timber,2020,8,2020-08-28MTFLATHEAD,,,,,,,
2020-WAOLF-000175,Mt. Lena,2020-08-17 03:56:16+00:00,Natural,20.0,35000.0,Type 5 Incident,2020/09/24 21:59:59+00,Jefferson,US-WA,Federal,WF,Timber,2020,8,2020-08-17WAJEFFERSON,,,,,,,
2015-IDNCF-000861,Fog Saddle,2015-08-14 19:56:00+00:00,Natural,50.0,500.0,,,Idaho,US-ID,Federal,WF,,2015,8,2015-08-14IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,4204.0
2015-AKTAD-000498,Jim River Spring,2015-06-22 16:50:27+00:00,Natural,0.1,0.0,Type 5 Incident,2015/07/26 03:59:59+00,Yukon-Koyukuk,US-AK,Federal,WF,,2015,6,2015-06-22AKYUKON-KOYUKUK,,,,,,,
2015-MOMTF-150007,COOKS CAVE,2015-01-19 20:29:59+00:00,Undetermined,971.0,13000.0,,,Reynolds,US-MO,Federal,WF,,2015,1,2015-01-19MOREYNOLDS,,,,,,,
2017-NVWID-020135,Dry Lake,2017-07-09 01:51:59+00:00,Natural,434.42,150000.0,Type 4 Incident,2017/07/10 04:15:00+00,Pershing,US-NV,Federal,WF,,2017,7,2017-07-09NVPERSHING,,,,,,,
2017-MSMNF-080717001,Rock Crusher,2017-11-23 03:00:00+00:00,Undetermined,104.0,1500.0,Type 4 Incident,2017/11/23 14:29:59+00,Choctaw,US-MS,Federal,WF,,2017,11,2017-11-23MSCHOCTAW,,,,,,,
2016-KYKYS-16-3011,Chenoa,2016-03-31 09:30:00+00:00,Human,180.0,5054.0,Type 5 Incident,2016/03/31 09:30:00+00,Bell,US-KY,,WF,,2016,3,2016-03-31KYBELL,4.0,0.0,0.0,0.0,0.0,0.0,181.0
2020-OROCF-000657,FROG 0657 RS,2020-08-16 21:36:00+00:00,Natural,4020.0,6200000.0,Type 4 Incident,2020/09/01 21:30:00+00,Crook,US-OR,Federal,WF,Timber,2020,8,2020-08-16ORCROOK,0.0,0.0,0.0,0.0,0.0,0.0,2.9
2019-AZTNF-001199,Cedar,2019-07-23 03:52:00+00:00,Natural,575.0,45000.0,Type 4 Incident,2019/08/02 00:45:00+00,Yavapai,US-AZ,Federal,WF,,2019,7,2019-07-23AZYAVAPAI,0.0,0.0,0.0,0.0,0.0,0.0,1.01
2014-ORDEF-000667,0667 CASTLE FIRE,2014-08-01 19:31:00+00:00,Natural,16.0,684000.0,,,Jefferson,US-OR,Federal,WF,,2014,8,2014-08-01ORJEFFERSON,0.0,0.0,0.0,0.0,0.0,0.0,0.26
2015-TXTXS-002007,Sutton Ranch,2015-08-13 00:30:00+00:00,Natural,693.0,0.0,Type 5 Incident,2015/08/19 12:59:59+00,Crockett,US-TX,Private,WF,,2015,8,2015-08-13TXCROCKETT,0.0,0.0,0.0,0.0,0.0,0.0,103.0
2018-AKGAD-000276,Finland Creek,2018-06-25 19:07:33+00:00,Natural,15.4,0.0,,,Yukon-Koyukuk,US-AK,Federal,WF,,2018,6,2018-06-25AKYUKON-KOYUKUK,,,,,,,
2017-CAMDF-001102,BOLES,2017-08-23 20:48:59+00:00,Natural,370.54,750000.0,Type 4 Incident,2017/09/04 00:59:59+00,Modoc,US-CA,Federal,WF,,2017,8,2017-08-23CAMODOC,0.0,0.0,0.0,0.0,0.0,0.0,29.580000000000005
2020-TXTXS-200354,South Tower,2020-08-02 19:09:21+00:00,Unknown,7.0,1.0,Type 4 Incident,,Crockett,US-TX,Private,WF,,2020,8,2020-08-02TXCROCKETT,,,,,,,
2017-OKOKS-170012,141st,2017-02-23 20:00:00+00:00,Human,480.0,93000.0,Type 4 Incident,2017/02/24 17:00:00+00,Wagoner,US-OK,,WF,,2017,2,2017-02-23OKWAGONER,,,,,,,
2018-AZASF-000794,Chev,2018-07-09 17:07:59+00:00,Natural,90.0,700000.0,Type 4 Incident,2018/07/13 14:00:00+00,Coconino,US-AZ,Federal,WF,,2018,7,2018-07-09AZCOCONINO,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2016-KYKYS-16-3054,Barwick Fire,2016-11-07 03:30:00+00:00,Human,196.0,14672.88,Type 5 Incident,2016/11/15 12:59:59+00,Breathitt,US-KY,,WF,,2016,11,2016-11-07KYBREATHITT,4.0,0.0,2.0,0.0,0.0,0.0,196.0
2018-UTNWS-001016,Hi Country,2018-09-15 17:15:00+00:00,Unknown,225.0,700000.0,Type 4 Incident,2018/09/17 08:00:00+00,Salt Lake,US-UT,,WF,,2018,9,2018-09-15UTSALT LAKE,,,,,,,
2015-VAVAS-15020018,Masons Mill,2015-03-31 21:59:59+00:00,Human,15.0,500.0,,2015/04/01 12:00:00+00,Brunswick,US-VA,,WF,,2015,3,2015-03-31VABRUNSWICK,,,,,,,
2019-UTBRS-000464,Bovine ,2019-08-04 23:57:00+00:00,Unknown,225.0,42000.0,Type 4 Incident,2019/08/07 00:00:00+00,Box Elder,US-UT,,WF,,2019,8,2019-08-04UTBOX ELDER,0.0,0.0,0.0,0.0,0.0,0.0,634.41
2016-NCNCF-160247,BOTELER,2016-10-25 12:59:59+00:00,Natural,9036.0,12800000.0,Type 3 Incident,2016/12/03 00:00:00+00,Clay,US-NC,Federal,WF,,2016,10,2016-10-25NCCLAY,355.0,0.0,175.0,0.0,0.0,0.0,9036.38
2018-OKNEU-180155,Pine Springs Ranch,2018-04-12 00:59:59+00:00,Human,200.0,4000.0,Type 4 Incident,2018/04/15 12:59:59+00,Cherokee,US-OK,,WF,,2018,4,2018-04-12OKCHEROKEE,,,,,,,
2017-AZA4S-004630,TEE,2017-06-11 02:05:00+00:00,Human,659.0,276000.0,Type 4 Incident,2017/06/13 00:59:59+00,Maricopa,US-AZ,,WF,,2017,6,2017-06-11AZMARICOPA,,,,,,,
2016-KYKYS-16-3019,Laurel Fork,2016-04-20 12:00:00+00:00,Human,314.0,1332.5,Type 5 Incident,2016/04/20 12:00:00+00,Pike,US-KY,,WF,,2016,4,2016-04-20KYPIKE,0.0,0.0,0.0,0.0,1.0,0.0,314.0
2019-MSMSS-006154,Clyde B,2019-03-24 21:29:00+00:00,Human,208.0,41600.0,Type 5 Incident,2019/03/24 21:33:59+00,Scott,US-MS,,WF,,2019,3,2019-03-24MSSCOTT,2.0,0.0,3.0,0.0,0.0,0.0,208.0
2016-PAPAS-18162012,46 OAK,2016-11-08 15:37:59+00:00,Human,1.0,350.0,Type 4 Incident,2016/11/08 15:37:59+00,Carbon,US-PA,Federal,WF,,2016,11,2016-11-08PACARBON,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-AKGAD-000178,Whakatna,2017-06-06 23:13:59+00:00,Natural,20.5,12264.0,,,Yukon-Koyukuk,US-AK,Federal,WF,,2017,6,2017-06-06AKYUKON-KOYUKUK,,,,,,,
2015-CASHF-000359,STEPHENS,2015-02-25 02:50:00+00:00,Human,209.0,300000.0,,,Siskiyou,US-CA,,WF,,2015,2,2015-02-25CASISKIYOU,,,,,,,
2017-NVEKD-010438,Rabbit Creek,2017-08-30 00:11:00+00:00,Natural,1128.8,200000.0,Type 3 Incident,2017/08/30 00:45:00+00,Elko,US-NV,Federal,WF,,2017,8,2017-08-30NVELKO,0.0,0.0,0.0,0.0,0.0,0.0,2876.99
2016-TXTXS-001018,Crutch,2016-03-23 18:49:00+00:00,Undetermined,44686.0,1.0,Type 4 Incident,2016/03/24 01:44:59+00,Gray,US-TX,Private,WF,,2016,3,2016-03-23TXGRAY,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2015-OKOSA-015026,NORTH OKIE,2015-02-15 21:59:59+00:00,Human,434.0,5000.0,,,Osage,US-OK,,WF,,2015,2,2015-02-15OKOSAGE,,,,,,,
2016-TXTXS-005003,CR440,2016-02-11 19:50:00+00:00,Undetermined,866.0,0.0,Type 5 Incident,2016/02/12 14:00:00+00,Jim Wells,US-TX,Private,WF,,2016,2,2016-02-11TXJIM WELLS,6.0,0.0,0.0,0.0,0.0,0.0,866.0
2020-ORVAD-000155,BALDY,2020-08-17 22:46:00+00:00,Natural,3696.0,670000.0,Type 4 Incident,2020/08/29 23:00:00+00,Malheur,US-OR,Federal,WF,Grass-Shrub,2020,8,2020-08-17ORMALHEUR,,,,,,,
2018-UTUWF-000897,Slate,2018-08-25 01:22:59+00:00,Natural,666.0,2246900.0,Type 3 Incident,2018/09/22 22:30:00+00,Summit,US-UT,Federal,WF,,2018,8,2018-08-25UTSUMMIT,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2015-WIMEA-150001,Jackson Creek,2015-05-02 15:30:00+00:00,Human,133.0,20000.0,Type 3 Incident,2015/05/07 18:59:59+00,Menominee,US-WI,Federal,WF,,2015,5,2015-05-02WIMENOMINEE,0.0,0.0,0.0,0.0,0.0,0.0,133.0
2015-MTLG03-015730,Bar Diamond,2015-09-26 16:09:00+00:00,Human,464.0,15000.0,Type 4 Incident,2015/09/27 15:59:59+00,Yellowstone,US-MT,,WF,,2015,9,2015-09-26MTYELLOWSTONE,,,,,,,
2015-AKUYD-000735,Suter Creek,2015-07-12 02:00:51+00:00,Natural,118.2,5441.0,Type 5 Incident,2015/08/04 03:14:59+00,Southeast Fairbanks,US-AK,Other,WF,,2015,7,2015-07-12AKSOUTHEAST FAIRBANKS,,,,,,,
2016-OKTLA-016002,PINE CREEK 2,2016-02-06 18:00:00+00:00,Human,2.0,3000.0,Type 5 Incident,2016/02/06 18:00:00+00,Latimer,US-OK,Federal,WF,,2016,2,2016-02-06OKLATIMER,,,,,,,
2019-UTCCD-000531,MM122 I15,2019-08-22 16:57:59+00:00,Human,1232.0,500000.0,Type 4 Incident,2019/08/24 21:14:59+00,Beaver,US-UT,Federal,WF,,2019,8,2019-08-22UTBEAVER,0.0,0.0,1.0,1.0,0.0,0.0,1232.0
2015-MTKNF-000310,Dad,2015-08-27 16:58:55+00:00,Natural,70.0,1000.0,Type 2 Incident,2015/08/28 17:00:00+00,Sanders,US-MT,Federal,WF,,2015,8,2015-08-27MTSANDERS,,,,,,,
2016-UTSLD-000572,Tribal,2016-08-02 23:36:59+00:00,Undetermined,1785.0,70000.0,Type 4 Incident,2016/08/04 09:59:59+00,Tooele,US-UT,Federal,WF,,2016,8,2016-08-02UTTOOELE,,,,,,,
2016-TXTXS-001506,Cross,2016-02-13 14:18:00+00:00,Human,327.0,1.0,Type 5 Incident,2016/02/13 14:29:59+00,Cottle,US-TX,Private,WF,,2016,2,2016-02-13TXCOTTLE,0.0,0.0,0.0,0.0,0.0,0.0,337.0
2015-CAKRN-023976,Woody Complex,2015-07-05 18:36:59+00:00,Human,224.0,438000.0,Type 4 Incident,2015/07/06 12:59:59+00,Tulare,US-CA,,WF,,2015,7,2015-07-05CATULARE,,,,,,,
2017-FLFLS-160460,Daffodil,2017-05-16 19:30:00+00:00,,68.5,0.0,Type 5 Incident,2017/05/19 11:00:00+00,Highlands,US-FL,,WF,,2017,5,2017-05-16FLHIGHLANDS,28.0,0.0,0.0,3.0,0.0,0.0,68.5
2016-AKTAD-000527,Starvation Creek,2016-07-16 03:18:36+00:00,Natural,2.0,35068.0,,,Yukon-Koyukuk,US-AK,Private,WF,,2016,7,2016-07-16AKYUKON-KOYUKUK,,,,,,,
2017-IDIFD-000144,I84 MM 271,2017-06-27 09:55:00+00:00,Undetermined,3522.0,240000.0,Type 4 Incident,2017/06/30 00:00:00+00,Jerome,US-ID,Federal,WF,,2017,6,2017-06-27IDJEROME,,,,,,,
2019-AKKKS-903181,Swan Lake,2019-06-06 02:52:17+00:00,Natural,167182.9,48101094.0,Type 1 Incident,2019/10/02 20:00:00+00,Kenai Peninsula,US-AK,Federal,WF,,2019,6,2019-06-06AKKENAI PENINSULA,,,,,,,
2016-AKGAD-000096,Selawik River,2016-05-03 16:56:17+00:00,Natural,129.2,0.0,,,Yukon-Koyukuk,US-AK,Federal,WF,,2016,5,2016-05-03AKYUKON-KOYUKUK,,,,,,,
2014-MTLED-000039,OLIN,2014-06-20 20:22:00+00:00,Undetermined,1204.0,94000.0,,,Petroleum,US-MT,Federal,WF,,2014,6,2014-06-20MTPETROLEUM,0.0,0.0,0.0,0.0,0.0,0.0,213.0
2015-CANOD-003806,DODGE,2015-08-03 21:17:59+00:00,Human,10570.0,5500000.0,Type 4 Incident,2015/08/18 00:45:00+00,Lassen,US-CA,Federal,WF,,2015,8,2015-08-03CALASSEN,,,,,,,
2019-UTSLD-000208,South Timpie Springs,2019-06-28 21:52:00+00:00,Unknown,1322.0,216000.0,Type 4 Incident,2019/06/30 12:00:00+00,Tooele,US-UT,,WF,,2019,6,2019-06-28UTTOOELE,0.0,0.0,0.0,0.0,0.0,0.0,1320.8
2017-ARARS-0026D8,Marion co Plaisance,2017-01-30 20:45:00+00:00,Human,2.0,324.15,Type 4 Incident,2017/01/31 17:45:00+00,Marion,US-AR,,WF,,2017,1,2017-01-30ARMARION,,,,,,,
2019-MSMSS-006035,Section Fire,2019-03-19 20:29:59+00:00,Human,488.0,97600.0,Type 5 Incident,2019/03/19 20:45:00+00,Jackson,US-MS,,WF,,2019,3,2019-03-19MSJACKSON,39.0,0.0,73.0,0.0,0.0,0.0,497.0
2017-FLFLS-150203,Oil Wells Road 2,2017-04-05 18:59:59+00:00,,160.0,14307.0,Type 5 Incident,2017/04/07 00:00:00+00,Charlotte,US-FL,,WF,,2017,4,2017-04-05FLCHARLOTTE,0.0,0.0,0.0,0.0,0.0,0.0,172.0
2020-COWRD-000166,FAWN CREEK,2020-07-13 18:00:00+00:00,Natural,3226.0,2285000.0,Type 4 Incident,2020/07/22 23:00:00+00,Rio Blanco,US-CO,Federal,WF,Brush,2020,7,2020-07-13CORIO BLANCO,0.0,0.0,0.0,0.0,0.0,0.0,301.0
2017-AKMID-000LF1,MID Burn Piles 2017,2017-03-07 18:00:38+00:00,Human,29.0,0.0,,,Fairbanks North Star,US-AK,Federal,RX,,2017,3,2017-03-07AKFAIRBANKS NORTH STAR,,,,,,,
2017-OKOKS-170007,Coker Road,2017-02-02 05:00:00+00:00,Human,125.0,6000.0,Type 4 Incident,2017/02/02 21:30:00+00,Pottawatomie,US-OK,,WF,,2017,2,2017-02-02OKPOTTAWATOMIE,,,,,,,
2015-CASRF-001407,GROVES,2015-07-31 02:22:37+00:00,Undetermined,5627.0,32678783.0,,,Humboldt,US-CA,Federal,WF,,2015,7,2015-07-31CAHUMBOLDT,,,,,,,
2016-CASKU-007392,GRADE,2016-08-24 21:59:00+00:00,Undetermined,710.0,2094722.0,Type 3 Incident,2016/08/30 00:59:59+00,Siskiyou,US-CA,,WF,,2016,8,2016-08-24CASISKIYOU,0.0,0.0,10.0,0.0,0.0,0.0,710.01
2018-AKMID-00010B,YTA Moose Creek,2018-05-08 16:00:38+00:00,Unknown,346.0,0.0,,,Fairbanks North Star,US-AK,Federal,RX,,2018,5,2018-05-08AKFAIRBANKS NORTH STAR,,,,,,,
2020-MIMIS-202009,M72,2020-05-21 21:14:59+00:00,Human,105.0,70000.0,Type 3 Incident,2020/05/21 21:14:59+00,Crawford,US-MI,Private,WF,,2020,5,2020-05-21MICRAWFORD,,,,,,,
2014-PAPAS-17142001,Mountville Railroad Fire #5,2014-07-07 21:14:59+00:00,Human,0.5,1000.0,,,Lancaster,US-PA,,WF,,2014,7,2014-07-07PALANCASTER,0.0,0.0,0.0,2.0,0.0,0.0,0.92
2015-OKWEA-015015,PONY,2015-01-27 21:59:59+00:00,Human,2.0,1500.0,,,Seminole,US-OK,,WF,,2015,1,2015-01-27OKSEMINOLE,,,,,,,
2016-UTFIF-006111,Cove,2016-07-05 21:48:00+00:00,Natural,974.0,75000.0,Type 5 Incident,2016/08/12 00:00:00+00,Sevier,US-UT,Federal,WF,,2016,7,2016-07-05UTSEVIER,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-NVEKD-010221,Cornucopia,2017-07-15 02:29:00+00:00,Natural,1559.0,90000.0,Type 4 Incident,2017/07/15 12:59:59+00,Elko,US-NV,,WF,,2017,7,2017-07-15NVELKO,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2017-TXTXS-002013,Rocking Chair Ranch,2017-09-14 20:19:00+00:00,Human,500.0,1.0,Type 4 Incident,2017/09/15 12:59:59+00,Tom Green,US-TX,,WF,,2017,9,2017-09-14TXTOM GREEN,0.0,0.0,0.0,0.0,0.0,0.0,500.0
2019-AZASF-000834,Rocky ,2019-09-05 17:12:00+00:00,Natural,3702.0,215000.0,Type 5 Incident,2019/09/27 23:15:00+00,Navajo,US-AZ,Federal,WF,,2019,9,2019-09-05AZNAVAJO,,,,,,,
2018-ORWWF-001056,Long Branch,2018-09-20 19:25:59+00:00,Unknown,800.0,150000.0,Type 4 Incident,2018/09/22 00:00:00+00,Baker,US-OR,,WF,,2018,9,2018-09-20ORBAKER,,,,,,,
2016-ORCGF-000310,Heritage,2016-08-10 17:49:39+00:00,Undetermined,900.0,60000.0,Type 3 Incident,2016/08/12 00:59:59+00,Wasco,US-OR,,WF,,2016,8,2016-08-10ORWASCO,,,,,,,
2017-ORWIF-170123,Whitewater,2017-07-24 00:35:00+00:00,Natural,11493.0,39702783.0,Type 5 Incident,2017/11/16 15:59:59+00,Marion,US-OR,Federal,WF,,2017,7,2017-07-24ORMARION,,,,,,,
2019-CABDF-014540,BAUTISTA,2019-09-16 00:52:00+00:00,Unknown,167.0,557500.0,Type 4 Incident,2019/09/23 15:00:00+00,Riverside,US-CA,,WF,,2019,9,2019-09-16CARIVERSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.95
2016-MSMSS-002503,Tishomingo,2016-09-28 20:45:00+00:00,Undetermined,3.0,600.0,Type 1 Incident,2016/10/04 21:00:00+00,Choctaw,US-MS,,WF,,2016,9,2016-09-28MSCHOCTAW,1.0,0.0,2.0,0.0,0.0,0.0,1.0
2017-MTBRF-017096,Upper White Cap,2017-07-16 18:20:35+00:00,Natural,4.0,10000.0,Type 4 Incident,2017/09/21 23:00:00+00,Idaho,US-ID,Federal,WF,,2017,7,2017-07-16IDIDAHO,,,,,,,
2015-MSMNF-000010,Little Yellow House,2015-02-09 20:00:00+00:00,Human,246.0,15000.0,,,Scott,US-MS,Federal,WF,,2015,2,2015-02-09MSSCOTT,0.0,0.0,0.0,0.0,0.0,0.0,236.0
2014-MTLNF-005071,KooKooSint # 2,2014-08-02 01:27:00+00:00,Natural,0.1,100000.0,,,Sanders,US-MT,Federal,WF,,2014,8,2014-08-02MTSANDERS,,,,,,,
2017-OROCF-001135,DESOLATION 1135 PR,2017-09-09 18:46:59+00:00,Natural,4635.0,1500000.0,Type 4 Incident,2017/10/30 12:59:59+00,Crook,US-OR,Federal,WF,,2017,9,2017-09-09ORCROOK,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2018-OKNEU-180071,Robertson,2018-03-09 18:30:00+00:00,,150.0,7500.0,Type 4 Incident,2018/03/12 12:59:59+00,Delaware,US-OK,,WF,,2018,3,2018-03-09OKDELAWARE,,,,,,,
2019-ALPRI-2019091416,1343 PEACHBURG RD,2019-09-15 00:24:00+00:00,Unknown,148.0,600.0,Type 3 Incident,2019/09/15 00:24:00+00,Bullock,US-AL,,WF,,2019,9,2019-09-15ALBULLOCK,,,,,,,
2018-ORRSF-000308,Round Top,2018-07-15 18:10:10+00:00,Natural,154.0,0.0,Type 1 Incident,2018/08/15 00:00:00+00,Jackson,US-OR,Federal,WF,,2018,7,2018-07-15ORJACKSON,461.0,1.0,555.0,1.0,30.0,0.0,28098.119999999984
2017-WAOWF-000267,DIAMOND CREEK,2017-07-23 16:51:59+00:00,Undetermined,128272.0,14760000.0,Type 3 Incident,2017/10/05 14:00:00+00,Okanogan,US-WA,Federal,WF,,2017,7,2017-07-23WAOKANOGAN,,,,,,,
2019-CAVNC-089158,EASY,2019-10-30 12:59:59+00:00,Human,1806.0,2.5,Type 3 Incident,2019/11/02 12:59:59+00,Ventura,US-CA,Other,WF,Grass-Shrub,2019,10,2019-10-30CAVENTURA,,,,,,,
2020-NVECFX-010139,Shafter,2020-07-17 22:25:59+00:00,Human,3142.33,829000.0,Type 3 Incident,2020/07/20 23:29:59+00,Elko,US-NV,Federal,WF,Brush,2020,7,2020-07-17NVELKO,5.0,0.0,0.0,0.0,0.0,0.0,3142.83
